Material,Sales Organization,Distribution Channel,Product hierarchy
110000000534,IN02,SD,
110000000534,IN03,SD,
110000000535,IN02,SD,
110000000535,IN03,SD,
110000000536,IN02,SD,
110000000536,IN03,SD,
110000000537,IN02,SD,
110000000537,IN03,SD,
110000000538,IN02,SD,
110000000538,IN03,SD,
110000000539,IN02,SD,
110000000539,IN03,SD,
110000000540,IN02,SD,
110000000540,IN03,SD,
110000000541,IN02,SD,
110000000541,IN03,SD,
110000000542,IN02,SD,
110000000542,IN03,SD,
110000000543,IN02,SD,
110000000543,IN03,SD,
110000000544,IN02,SD,
110000000544,IN03,SD,
110000000545,IN02,SD,
110000000545,IN03,SD,
110000000546,IN02,SD,
110000000546,IN03,SD,
110000000547,IN02,SD,
110000000547,IN03,SD,
110000000548,IN02,SD,
110000000548,IN03,SD,
110000000549,IN02,SD,
110000000549,IN03,SD,
110000000550,IN02,SD,
110000000550,IN03,SD,
110000000551,IN02,SD,
110000000551,IN03,SD,
110000000552,IN02,SD,
110000000552,IN03,SD,
110000000553,IN02,SD,
110000000553,IN03,SD,
110000000554,IN02,SD,
110000000554,IN03,SD,
110000000555,IN02,SD,
110000000555,IN03,SD,
110000000556,IN02,SD,
110000000556,IN03,SD,
110000000557,IN02,SD,
110000000557,IN03,SD,
110000000558,IN02,SD,
110000000558,IN03,SD,
110000000559,IN02,SD,
110000000559,IN03,SD,
110000000560,IN02,SD,
110000000560,IN03,SD,
110000000561,IN02,SD,
110000000561,IN03,SD,
110000000562,IN02,SD,
110000000562,IN03,SD,
110000000563,IN02,SD,
110000000563,IN03,SD,
110000000564,IN02,SD,
110000000564,IN03,SD,
110000000565,IN02,SD,
110000000565,IN03,SD,
110000000566,IN02,SD,
110000000566,IN03,SD,
110000000567,IN02,SD,
110000000567,IN03,SD,
110000000568,IN02,SD,
110000000568,IN03,SD,
110000000569,IN02,SD,
110000000569,IN03,SD,
110000000570,IN02,SD,
110000000570,IN03,SD,
110000000571,IN02,SD,
110000000571,IN03,SD,
110000000572,IN02,SD,
110000000572,IN03,SD,
110000000573,IN02,SD,
110000000573,IN03,SD,
110000000574,IN02,SD,
110000000574,IN03,SD,
110000000575,IN02,SD,
110000000575,IN03,SD,
110000000576,IN02,SD,
110000000576,IN03,SD,
110000000577,IN02,SD,
110000000577,IN03,SD,
110000000578,IN02,SD,
110000000578,IN03,SD,
110000000579,IN02,SD,
110000000579,IN03,SD,
110000000580,IN02,SD,
110000000580,IN03,SD,
110000000581,IN02,SD,
110000000581,IN03,SD,
110000000582,IN02,SD,
110000000582,IN03,SD,
110000000583,IN02,SD,
110000000583,IN03,SD,
110000000584,IN02,SD,
110000000584,IN03,SD,
110000000585,IN02,SD,
110000000585,IN03,SD,
110000000586,IN02,SD,
110000000586,IN03,SD,
110000000587,IN02,SD,
110000000587,IN03,SD,
110000000588,IN02,SD,
110000000588,IN03,SD,
110000000589,IN02,SD,
110000000589,IN03,SD,
110000000590,IN02,SD,
110000000590,IN03,SD,
110000000591,IN02,SD,
110000000591,IN03,SD,
110000000592,IN02,SD,
110000000592,IN03,SD,
110000000593,IN02,SD,
110000000593,IN03,SD,
110000000594,IN02,SD,
110000000594,IN03,SD,
110000000595,IN02,SD,
110000000595,IN03,SD,
110000000596,IN02,SD,
110000000596,IN03,SD,
110000000597,IN02,SD,
110000000597,IN03,SD,
110000000598,IN02,SD,
110000000598,IN03,SD,
110000000599,IN02,SD,
110000000599,IN03,SD,
110000000600,IN02,SD,
110000000600,IN03,SD,
110000000601,IN02,SD,
110000000601,IN03,SD,
110000000602,IN02,SD,
110000000602,IN03,SD,
110000000603,IN02,SD,
110000000603,IN03,SD,
110000000604,IN02,SD,
110000000604,IN03,SD,
110000000605,IN02,SD,
110000000605,IN03,SD,
110000000606,IN02,SD,
110000000606,IN03,SD,
110000000607,IN02,SD,
110000000607,IN03,SD,
110000000608,IN02,SD,
110000000608,IN03,SD,
110000000609,IN02,SD,
110000000609,IN03,SD,
110000000610,IN02,SD,
110000000610,IN03,SD,
110000000611,IN02,SD,
110000000611,IN03,SD,
110000000612,IN02,SD,
110000000612,IN03,SD,
110000000613,IN02,SD,
110000000613,IN03,SD,
110000000614,IN02,SD,
110000000614,IN03,SD,
110000000615,IN02,SD,
110000000615,IN03,SD,
110000000616,IN02,SD,
110000000616,IN03,SD,
110000000617,IN02,SD,
110000000617,IN03,SD,
110000000618,IN02,SD,
110000000618,IN03,SD,
110000000619,IN02,SD,
110000000619,IN03,SD,
110000000620,IN02,SD,
110000000620,IN03,SD,
110000000621,IN02,SD,
110000000621,IN03,SD,
110000000622,IN02,SD,
110000000622,IN03,SD,
110000000623,IN02,SD,
110000000623,IN03,SD,
110000000624,IN02,SD,
110000000624,IN03,SD,
110000000625,IN02,SD,
110000000625,IN03,SD,
110000000626,IN02,SD,
110000000626,IN03,SD,
110000000627,IN02,SD,
110000000627,IN03,SD,
110000000628,IN02,SD,
110000000628,IN03,SD,
110000000629,IN02,SD,
110000000629,IN03,SD,
110000000630,IN02,SD,
110000000630,IN03,SD,
110000000631,IN02,SD,
110000000631,IN03,SD,
110000000632,IN02,SD,
110000000632,IN03,SD,
110000000633,IN02,SD,
110000000633,IN03,SD,
110000000634,IN02,SD,
110000000634,IN03,SD,
110000000635,IN02,SD,
110000000635,IN03,SD,
110000000636,IN02,SD,
110000000636,IN03,SD,
110000000637,IN02,SD,
110000000637,IN03,SD,
110000000638,IN02,SD,
110000000638,IN03,SD,
110000000639,IN02,SD,
110000000639,IN03,SD,
110000000640,IN02,SD,
110000000640,IN03,SD,
110000000641,IN02,SD,
110000000641,IN03,SD,
110000000642,IN02,SD,
110000000642,IN03,SD,
110000000643,IN02,SD,
110000000643,IN03,SD,
110000000644,IN02,SD,
110000000644,IN03,SD,
110000000645,IN02,SD,
110000000645,IN03,SD,
110000000646,IN02,SD,
110000000646,IN03,SD,
110000000647,IN02,SD,
110000000647,IN03,SD,
110000000648,IN02,SD,
110000000648,IN03,SD,
110000000649,IN02,SD,
110000000649,IN03,SD,
110000000650,IN02,SD,
110000000650,IN03,SD,
110000000651,IN02,SD,
110000000651,IN03,SD,
110000000652,IN02,SD,
110000000652,IN03,SD,
110000000653,IN02,SD,
110000000653,IN03,SD,
110000000654,IN02,SD,
110000000654,IN03,SD,
110000000655,IN02,SD,
110000000655,IN03,SD,
110000000656,IN02,SD,
110000000656,IN03,SD,
110000000657,IN02,SD,
110000000657,IN03,SD,
110000000658,IN02,SD,
110000000658,IN03,SD,
110000000659,IN02,SD,
110000000659,IN03,SD,
110000000660,IN02,SD,
110000000660,IN03,SD,
110000000661,IN02,SD,
110000000661,IN03,SD,
110000000662,IN02,SD,
110000000662,IN03,SD,
110000000663,IN02,SD,
110000000663,IN03,SD,
110000000664,IN02,SD,
110000000664,IN03,SD,
110000000665,IN02,SD,
110000000665,IN03,SD,
110000000666,IN02,SD,
110000000666,IN03,SD,
110000000667,IN02,SD,
110000000667,IN03,SD,
110000000668,IN02,SD,
110000000668,IN03,SD,
110000000669,IN02,SD,
110000000669,IN03,SD,
110000000670,IN02,SD,
110000000670,IN03,SD,
110000000671,IN02,SD,
110000000671,IN03,SD,
110000000672,IN02,SD,
110000000672,IN03,SD,
110000000673,IN02,SD,
110000000673,IN03,SD,
110000000674,IN02,SD,
110000000674,IN03,SD,
110000000675,IN02,SD,
110000000675,IN03,SD,
110000000676,IN02,SD,
110000000676,IN03,SD,
110000000677,IN02,SD,
110000000677,IN03,SD,
110000000678,IN02,SD,
110000000678,IN03,SD,
110000000679,IN02,SD,
110000000679,IN03,SD,
110000000680,IN02,SD,
110000000680,IN03,SD,
110000000681,IN02,SD,
110000000681,IN03,SD,
110000000682,IN02,SD,
110000000682,IN03,SD,
110000000683,IN02,SD,
110000000683,IN03,SD,
110000000684,IN02,SD,
110000000684,IN03,SD,
110000000685,IN02,SD,
110000000685,IN03,SD,
110000000686,IN02,SD,
110000000686,IN03,SD,
110000000687,IN02,SD,
110000000687,IN03,SD,
110000000688,IN02,SD,
110000000688,IN03,SD,
110000000689,IN02,SD,
110000000689,IN03,SD,
110000000690,IN02,SD,
110000000690,IN03,SD,
110000000691,IN02,SD,
110000000691,IN03,SD,
110000000692,IN02,SD,
110000000692,IN03,SD,
110000000693,IN02,SD,
110000000693,IN03,SD,
110000000694,IN02,SD,
110000000694,IN03,SD,
110000000695,IN02,SD,
110000000695,IN03,SD,
110000000696,IN02,SD,
110000000696,IN03,SD,
110000000697,IN02,SD,
110000000697,IN03,SD,
110000000698,IN02,SD,
110000000698,IN03,SD,
110000000699,IN02,SD,
110000000699,IN03,SD,
110000000700,IN02,SD,
110000000700,IN03,SD,
110000000701,IN02,SD,
110000000701,IN03,SD,
110000000702,IN02,SD,
110000000702,IN03,SD,
110000000703,IN02,SD,
110000000703,IN03,SD,
110000000704,IN02,SD,
110000000704,IN03,SD,
110000000705,IN02,SD,
110000000705,IN03,SD,
110000000706,IN02,SD,
110000000706,IN03,SD,
110000000707,IN02,SD,
110000000707,IN03,SD,
110000000708,IN02,SD,
110000000708,IN03,SD,
110000000709,IN02,SD,
110000000709,IN03,SD,
110000000710,IN02,SD,
110000000710,IN03,SD,
110000000711,IN02,SD,
110000000711,IN03,SD,
110000000712,IN02,SD,
110000000712,IN03,SD,
110000000713,IN02,SD,
110000000713,IN03,SD,
110000000714,IN02,SD,
110000000714,IN03,SD,
110000000715,IN02,SD,
110000000715,IN03,SD,
110000000716,IN02,SD,
110000000716,IN03,SD,
110000000717,IN02,SD,
110000000717,IN03,SD,
110000000718,IN02,SD,
110000000718,IN03,SD,
110000000719,IN02,SD,
110000000719,IN03,SD,
110000000720,IN02,SD,
110000000720,IN03,SD,
110000000721,IN02,SD,
110000000721,IN03,SD,
110000000722,IN02,SD,
110000000722,IN03,SD,
110000000723,IN02,SD,
110000000723,IN03,SD,
110000000724,IN02,SD,
110000000724,IN03,SD,
110000000725,IN02,SD,
110000000725,IN03,SD,
110000000726,IN02,SD,
110000000726,IN03,SD,
110000000727,IN02,SD,
110000000727,IN03,SD,
110000000728,IN02,SD,
110000000728,IN03,SD,
110000000729,IN02,SD,
110000000729,IN03,SD,
110000000730,IN02,SD,
110000000730,IN03,SD,
110000000731,IN02,SD,
110000000731,IN03,SD,
110000000732,IN02,SD,
110000000732,IN03,SD,
110000000733,IN02,SD,
110000000733,IN03,SD,
110000000734,IN02,SD,
110000000734,IN03,SD,
110000000735,IN02,SD,
110000000735,IN03,SD,
110000000736,IN02,SD,
110000000736,IN03,SD,
110000000737,IN02,SD,
110000000737,IN03,SD,
110000000738,IN02,SD,
110000000738,IN03,SD,
110000000739,IN02,SD,
110000000739,IN03,SD,
110000000740,IN02,SD,
110000000740,IN03,SD,
110000000741,IN02,SD,
110000000741,IN03,SD,
110000000742,IN02,SD,
110000000742,IN03,SD,
110000000743,IN02,SD,
110000000743,IN03,SD,
110000000744,IN02,SD,
110000000744,IN03,SD,
110000000745,IN02,SD,
110000000745,IN03,SD,
110000000746,IN02,SD,
110000000746,IN03,SD,
110000000747,IN02,SD,
110000000747,IN03,SD,
110000000748,IN02,SD,
110000000748,IN03,SD,
110000000749,IN02,SD,
110000000749,IN03,SD,
110000000750,IN02,SD,
110000000750,IN03,SD,
110000000751,IN02,SD,
110000000751,IN03,SD,
110000000752,IN02,SD,
110000000752,IN03,SD,
110000000753,IN02,SD,
110000000753,IN03,SD,
110000000754,IN02,SD,
110000000754,IN03,SD,
110000000755,IN02,SD,
110000000755,IN03,SD,
110000000756,IN02,SD,
110000000756,IN03,SD,
110000000757,IN02,SD,
110000000757,IN03,SD,
110000000758,IN02,SD,
110000000758,IN03,SD,
110000000759,IN02,SD,
110000000759,IN03,SD,
110000000760,IN02,SD,
110000000760,IN03,SD,
110000000761,IN02,SD,
110000000761,IN03,SD,
110000000762,IN02,SD,
110000000762,IN03,SD,
110000000763,IN02,SD,
110000000763,IN03,SD,
110000000764,IN02,SD,
110000000764,IN03,SD,
110000000765,IN02,SD,
110000000765,IN03,SD,
110000000766,IN02,SD,
110000000766,IN03,SD,
110000000767,IN02,SD,
110000000767,IN03,SD,
110000000768,IN02,SD,
110000000768,IN03,SD,
110000000769,IN02,SD,
110000000769,IN03,SD,
110000000770,IN02,SD,
110000000770,IN03,SD,
110000000771,IN02,SD,
110000000771,IN03,SD,
110000000772,IN02,SD,
110000000772,IN03,SD,
110000000773,IN02,SD,
110000000773,IN03,SD,
110000000774,IN02,SD,
110000000774,IN03,SD,
110000000775,IN02,SD,
110000000775,IN03,SD,
110000000776,IN02,SD,
110000000776,IN03,SD,
110000000777,IN02,SD,
110000000777,IN03,SD,
110000000778,IN02,SD,
110000000778,IN03,SD,
110000000779,IN02,SD,
110000000779,IN03,SD,
110000000780,IN02,SD,
110000000780,IN03,SD,
110000000781,IN02,SD,
110000000781,IN03,SD,
110000000782,IN02,SD,
110000000782,IN03,SD,
110000000783,IN02,SD,
110000000783,IN03,SD,
110000000784,IN02,SD,
110000000784,IN03,SD,
110000000785,IN02,SD,
110000000785,IN03,SD,
110000000786,IN02,SD,
110000000786,IN03,SD,
110000000787,IN02,SD,
110000000787,IN03,SD,
110000000788,IN02,SD,
110000000788,IN03,SD,
110000000789,IN02,SD,
110000000789,IN03,SD,
110000000790,IN02,SD,
110000000790,IN03,SD,
110000000791,IN02,SD,
110000000791,IN03,SD,
110000000792,IN02,SD,
110000000792,IN03,SD,
110000000793,IN02,SD,
110000000793,IN03,SD,
110000000794,IN02,SD,
110000000794,IN03,SD,
110000000795,IN02,SD,
110000000795,IN03,SD,
110000000796,IN02,SD,
110000000796,IN03,SD,
110000000797,IN02,SD,
110000000797,IN03,SD,
110000000798,IN02,SD,
110000000798,IN03,SD,
110000000799,IN02,SD,
110000000799,IN03,SD,
110000000800,IN02,SD,
110000000800,IN03,SD,
110000000801,IN02,SD,
110000000801,IN03,SD,
110000000802,IN02,SD,
110000000802,IN03,SD,
110000000803,IN02,SD,
110000000803,IN03,SD,
110000000804,IN02,SD,
110000000804,IN03,SD,
110000000805,IN02,SD,
110000000805,IN03,SD,
110000000806,IN02,SD,
110000000806,IN03,SD,
110000000807,IN02,SD,
110000000807,IN03,SD,
110000000808,IN02,SD,
110000000808,IN03,SD,
110000000809,IN02,SD,
110000000809,IN03,SD,
110000000810,IN02,SD,
110000000810,IN03,SD,
110000000811,IN02,SD,
110000000811,IN03,SD,
110000000812,IN02,SD,
110000000812,IN03,SD,
110000000813,IN02,SD,
110000000813,IN03,SD,
110000000814,IN02,SD,
110000000814,IN03,SD,
110000000815,IN02,SD,
110000000815,IN03,SD,
110000000816,IN02,SD,
110000000816,IN03,SD,
110000000817,IN02,SD,
110000000817,IN03,SD,
110000000818,IN02,SD,
110000000818,IN03,SD,
110000000819,IN02,SD,
110000000819,IN03,SD,
110000000820,IN02,SD,
110000000820,IN03,SD,
110000000821,IN02,SD,
110000000821,IN03,SD,
110000000822,IN02,SD,
110000000822,IN03,SD,
110000000823,IN02,SD,
110000000823,IN03,SD,
110000000824,IN02,SD,
110000000824,IN03,SD,
110000000825,IN02,SD,
110000000825,IN03,SD,
110000000826,IN02,SD,
110000000826,IN03,SD,
110000000827,IN02,SD,
110000000827,IN03,SD,
110000000828,IN02,SD,
110000000828,IN03,SD,
110000000829,IN02,SD,
110000000829,IN03,SD,
110000000830,IN02,SD,
110000000830,IN03,SD,
110000000831,IN02,SD,
110000000831,IN03,SD,
110000000832,IN02,SD,
110000000832,IN03,SD,
110000000833,IN02,SD,
110000000833,IN03,SD,
110000000834,IN02,SD,
110000000834,IN03,SD,
110000000835,IN02,SD,
110000000835,IN03,SD,
110000000836,IN02,SD,
110000000836,IN03,SD,
110000000837,IN02,SD,
110000000837,IN03,SD,
110000000838,IN02,SD,
110000000838,IN03,SD,
110000000839,IN02,SD,
110000000839,IN03,SD,
110000000840,IN02,SD,
110000000840,IN03,SD,
110000000841,IN02,SD,
110000000841,IN03,SD,
110000000842,IN02,SD,
110000000842,IN03,SD,
110000000843,IN02,SD,
110000000843,IN03,SD,
110000000844,IN02,SD,
110000000844,IN03,SD,
110000000845,IN02,SD,
110000000845,IN03,SD,
110000000846,IN02,SD,
110000000846,IN03,SD,
110000000847,IN02,SD,
110000000847,IN03,SD,
110000000848,IN02,SD,
110000000848,IN03,SD,
110000000849,IN02,SD,
110000000849,IN03,SD,
110000000850,IN02,SD,
110000000850,IN03,SD,
110000000851,IN02,SD,
110000000851,IN03,SD,
110000000852,IN02,SD,
110000000852,IN03,SD,
110000000853,IN02,SD,
110000000853,IN03,SD,
110000000854,IN02,SD,
110000000854,IN03,SD,
110000000855,IN02,SD,
110000000855,IN03,SD,
110000000856,IN02,SD,
110000000856,IN03,SD,
110000000857,IN02,SD,
110000000857,IN03,SD,
110000000858,IN02,SD,
110000000858,IN03,SD,
110000000859,IN02,SD,
110000000859,IN03,SD,
110000000860,IN02,SD,
110000000860,IN03,SD,
110000000861,IN02,SD,
110000000861,IN03,SD,
110000000862,IN02,SD,
110000000862,IN03,SD,
110000000863,IN02,SD,
110000000863,IN03,SD,
110000000864,IN02,SD,
110000000864,IN03,SD,
110000000865,IN02,SD,
110000000865,IN03,SD,
110000000866,IN02,SD,
110000000866,IN03,SD,
110000000867,IN02,SD,
110000000867,IN03,SD,
110000000868,IN02,SD,
110000000868,IN03,SD,
110000000869,IN02,SD,
110000000869,IN03,SD,
110000000870,IN02,SD,
110000000870,IN03,SD,
110000000871,IN02,SD,
110000000871,IN03,SD,
110000000872,IN02,SD,
110000000872,IN03,SD,
110000000873,IN02,SD,
110000000873,IN03,SD,
110000000874,IN02,SD,
110000000874,IN03,SD,
110000000875,IN02,SD,
110000000875,IN03,SD,
110000000876,IN02,SD,
110000000876,IN03,SD,
110000000877,IN02,SD,
110000000877,IN03,SD,
110000000878,IN02,SD,
110000000878,IN03,SD,
110000000879,IN02,SD,
110000000879,IN03,SD,
110000000880,IN02,SD,
110000000880,IN03,SD,
110000000881,IN02,SD,
110000000881,IN03,SD,
110000000882,IN02,SD,
110000000882,IN03,SD,
110000000883,IN02,SD,
110000000883,IN03,SD,
110000000884,IN02,SD,
110000000884,IN03,SD,
110000000885,IN02,SD,
110000000885,IN03,SD,
110000000886,IN02,SD,
110000000886,IN03,SD,
110000000887,IN02,SD,
110000000887,IN03,SD,
110000000888,IN02,SD,
110000000888,IN03,SD,
110000000889,IN02,SD,
110000000889,IN03,SD,
110000000890,IN02,SD,
110000000890,IN03,SD,
110000000891,IN02,SD,
110000000891,IN03,SD,
110000000892,IN02,SD,
110000000892,IN03,SD,
110000000893,IN02,SD,
110000000893,IN03,SD,
110000000894,IN02,SD,
110000000894,IN03,SD,
110000000895,IN02,SD,
110000000895,IN03,SD,
110000000896,IN02,SD,
110000000896,IN03,SD,
110000000897,IN02,SD,
110000000897,IN03,SD,
110000000898,IN02,SD,
110000000898,IN03,SD,
110000000899,IN02,SD,
110000000899,IN03,SD,
110000000900,IN02,SD,
110000000900,IN03,SD,
110000000901,IN02,SD,
110000000901,IN03,SD,
110000000902,IN02,SD,
110000000902,IN03,SD,
110000000903,IN02,SD,
110000000903,IN03,SD,
110000000904,IN02,SD,
110000000904,IN03,SD,
110000000905,IN02,SD,
110000000905,IN03,SD,
110000000906,IN02,SD,
110000000906,IN03,SD,
110000000907,IN02,SD,
110000000907,IN03,SD,
110000000908,IN02,SD,
110000000908,IN03,SD,
110000000909,IN02,SD,
110000000909,IN03,SD,
110000000910,IN02,SD,
110000000910,IN03,SD,
110000000911,IN02,SD,
110000000911,IN03,SD,
110000000912,IN02,SD,
110000000912,IN03,SD,
110000000913,IN02,SD,
110000000913,IN03,SD,
110000000914,IN02,SD,
110000000914,IN03,SD,
110000000915,IN02,SD,
110000000915,IN03,SD,
110000000916,IN02,SD,
110000000916,IN03,SD,
110000000917,IN02,SD,
110000000917,IN03,SD,
110000000918,IN02,SD,
110000000918,IN03,SD,
110000000919,IN02,SD,
110000000919,IN03,SD,
110000000920,IN02,SD,
110000000920,IN03,SD,
110000000921,IN02,SD,
110000000921,IN03,SD,
110000000922,IN02,SD,
110000000922,IN03,SD,
110000000923,IN02,SD,
110000000923,IN03,SD,
110000000924,IN02,SD,
110000000924,IN03,SD,
110000000925,IN02,SD,
110000000925,IN03,SD,
110000000926,IN02,SD,
110000000926,IN03,SD,
110000000927,IN02,SD,
110000000927,IN03,SD,
110000000928,IN02,SD,
110000000928,IN03,SD,
110000000929,IN02,SD,
110000000929,IN03,SD,
110000000930,IN02,SD,
110000000930,IN03,SD,
110000000931,IN02,SD,
110000000931,IN03,SD,
110000000932,IN02,SD,
110000000932,IN03,SD,
110000000933,IN02,SD,
110000000933,IN03,SD,
110000000934,IN02,SD,
110000000934,IN03,SD,
110000000935,IN02,SD,
110000000935,IN03,SD,
110000000936,IN02,SD,
110000000936,IN03,SD,
110000000937,IN02,SD,
110000000937,IN03,SD,
110000000938,IN02,SD,
110000000938,IN03,SD,
110000000939,IN02,SD,
110000000939,IN03,SD,
110000000940,IN02,SD,
110000000940,IN03,SD,
110000000941,IN02,SD,
110000000941,IN03,SD,
110000000942,IN02,SD,
110000000942,IN03,SD,
110000000943,IN02,SD,
110000000943,IN03,SD,
110000000944,IN02,SD,
110000000944,IN03,SD,
110000000945,IN02,SD,
110000000945,IN03,SD,
110000000946,IN02,SD,
110000000946,IN03,SD,
110000000947,IN02,SD,
110000000947,IN03,SD,
110000000948,IN02,SD,
110000000948,IN03,SD,
110000000949,IN02,SD,
110000000949,IN03,SD,
110000000950,IN02,SD,
110000000950,IN03,SD,
110000000951,IN02,SD,
110000000951,IN03,SD,
110000000952,IN02,SD,
110000000952,IN03,SD,
110000000953,IN02,SD,
110000000953,IN03,SD,
110000000954,IN02,SD,
110000000954,IN03,SD,
110000000955,IN02,SD,
110000000955,IN03,SD,
110000000956,IN02,SD,
110000000956,IN03,SD,
110000000957,IN02,SD,
110000000957,IN03,SD,
110000000958,IN02,SD,
110000000958,IN03,SD,
110000000959,IN02,SD,
110000000959,IN03,SD,
110000000960,IN02,SD,
110000000960,IN03,SD,
110000000961,IN02,SD,
110000000961,IN03,SD,
110000000962,IN02,SD,
110000000962,IN03,SD,
110000000963,IN02,SD,
110000000963,IN03,SD,
110000000964,IN02,SD,
110000000964,IN03,SD,
110000000965,IN02,SD,
110000000965,IN03,SD,
110000000966,IN02,SD,
110000000966,IN03,SD,
110000000967,IN02,SD,
110000000967,IN03,SD,
110000000968,IN02,SD,
110000000968,IN03,SD,
110000000969,IN02,SD,
110000000969,IN03,SD,
110000000970,IN02,SD,
110000000970,IN03,SD,
110000000971,IN02,SD,
110000000971,IN03,SD,
110000000972,IN02,SD,
110000000972,IN03,SD,
110000000973,IN02,SD,
110000000973,IN03,SD,
110000000974,IN02,SD,
110000000974,IN03,SD,
110000000975,IN02,SD,
110000000975,IN03,SD,
110000000976,IN02,SD,
110000000976,IN03,SD,
110000000977,IN02,SD,
110000000977,IN03,SD,
110000000978,IN02,SD,
110000000978,IN03,SD,
110000000979,IN02,SD,
110000000979,IN03,SD,
110000000980,IN02,SD,
110000000980,IN03,SD,
110000000981,IN02,SD,
110000000981,IN03,SD,
110000000982,IN02,SD,
110000000982,IN03,SD,
110000000983,IN02,SD,
110000000983,IN03,SD,
110000000984,IN02,SD,
110000000984,IN03,SD,
110000000985,IN02,SD,
110000000985,IN03,SD,
110000000986,IN02,SD,
110000000986,IN03,SD,
110000000987,IN02,SD,
110000000987,IN03,SD,
110000000988,IN02,SD,
110000000988,IN03,SD,
110000000989,IN02,SD,
110000000989,IN03,SD,
110000000990,IN02,SD,
110000000990,IN03,SD,
110000000991,IN02,SD,
110000000991,IN03,SD,
110000000992,IN02,SD,
110000000992,IN03,SD,
110000000993,IN02,SD,
110000000993,IN03,SD,
110000000994,IN02,SD,
110000000994,IN03,SD,
110000000995,IN02,SD,
110000000995,IN03,SD,
110000000996,IN02,SD,
110000000996,IN03,SD,
110000000997,IN02,SD,
110000000997,IN03,SD,
110000000998,IN02,SD,
110000000998,IN03,SD,
110000000999,IN02,SD,
110000000999,IN03,SD,
110000001000,IN02,SD,
110000001000,IN03,SD,
110000001001,IN02,SD,
110000001001,IN03,SD,
110000001002,IN02,SD,
110000001002,IN03,SD,
110000001003,IN02,SD,
110000001003,IN03,SD,
110000001004,IN02,SD,
110000001004,IN03,SD,
110000001005,IN02,SD,
110000001005,IN03,SD,
110000001006,IN02,SD,
110000001006,IN03,SD,
110000001007,IN02,SD,
110000001007,IN03,SD,
110000001008,IN02,SD,
110000001008,IN03,SD,
110000001009,IN02,SD,
110000001009,IN03,SD,
110000001010,IN02,SD,
110000001010,IN03,SD,
110000001011,IN02,SD,
110000001011,IN03,SD,
110000001012,IN02,SD,
110000001012,IN03,SD,
110000001013,IN02,SD,
110000001013,IN03,SD,
110000001014,IN02,SD,
110000001014,IN03,SD,
110000001015,IN02,SD,
110000001015,IN03,SD,
110000001016,IN02,SD,
110000001016,IN03,SD,
110000001017,IN02,SD,
110000001017,IN03,SD,
110000001018,IN02,SD,
110000001018,IN03,SD,
110000001019,IN02,SD,
