Billing Document,Billing Type,Document Currency,Billing Date
90003008,ZF2,INR,2021-03-31
90003009,ZF2,INR,2021-03-31
90003010,ZF2,INR,2021-03-31
90003011,S1,INR,2021-04-29
90003012,S1,INR,2021-04-29
90003014,ZF2,INR,2021-03-31
90003015,S1,INR,2021-03-18
90003019,ZSO2,INR,2021-03-31
90003020,ZSO4,INR,2021-05-11
90003021,ZSO5,INR,2021-03-31
90003022,ZF2,INR,2021-05-14
90003023,S1,USD,2021-02-23
90003025,ZF5,INR,2021-05-14
90003026,ZSTI,INR,2021-05-14
90003029,ZSM1,INR,2021-05-14
90003030,ZSTI,INR,2021-05-14
90003031,ZSTI,INR,2021-05-14
90003032,ZIIF,USD,2021-05-14
90003034,S1,INR,2021-02-19
90003035,ZSM2,USD,2021-05-14
90003036,S1,INR,2019-04-18
90003037,ZF2,INR,2021-05-14
90003038,ZF2,INR,2021-05-14
90003039,ZSO4,INR,2021-05-14
90003047,ZTPS,INR,2021-05-15
90003052,ZOMC,INR,2021-05-15
90003053,ZSO5,INR,2021-05-14
90003054,ZSTI,INR,2021-05-15
90003056,ZLC1,INR,2021-05-17
90003057,ZCR2,INR,2021-05-17
90003058,ZF5,INR,2021-05-14
90003059,S1,USD,2021-05-14
90003060,S1,INR,2021-04-12
90003063,ZIIF,USD,2021-05-29
90003065,ZIIF,USD,2021-05-29
90003066,ZIIC,USD,2021-05-29
90003067,S1,INR,2021-05-14
90003070,ZF2,INR,2021-06-04
90003071,ZF2,INR,2021-06-04
90003072,S1,INR,2021-06-04
90003074,ZF2,INR,2021-06-05
90003075,S1,INR,2021-06-05
90003076,ZF2,INR,2021-06-05
90003077,S1,INR,2021-05-14
90003078,ZSTI,INR,2021-06-05
90003079,S1,INR,2021-06-05
90003080,ZSTI,INR,2021-06-05
90003081,S1,INR,2021-06-05
90003082,ZF2,INR,2021-06-05
90003083,ZSO4,INR,2021-06-07
90003084,ZSO5,INR,2021-06-07
90003088,ZSTI,INR,2021-06-07
90003089,ZF2,INR,2021-06-07
90003092,ZSO2,INR,2021-06-07
90003093,ZF2,INR,2021-06-07
90003094,ZSO1,INR,2021-06-07
90003095,ZF5,INR,2021-06-07
90003096,ZSM2,USD,2021-06-07
90003097,ZSP,INR,2021-06-07
90003098,ZSO1,INR,2021-06-07
90003099,S1,INR,2021-06-07
90003100,ZSO1,INR,2021-06-07
90003101,S1,INR,2021-06-07
90003102,ZSO1,INR,2021-06-08
90003103,S1,INR,2021-06-07
90003104,ZF2,INR,2021-06-08
90003105,S1,INR,2021-06-08
90003106,ZF2,INR,2021-06-08
90003107,S1,INR,2021-06-07
90003109,ZF5,INR,2021-06-08
90003110,S1,INR,2020-03-31
90003111,ZEX,INR,2021-06-09
90003112,ZF5,INR,2021-06-14
90003113,ZLC1,INR,2021-06-14
90003116,ZCR1,INR,2021-06-16
90003117,S1,INR,2020-12-18
90003118,S1,INR,2020-12-09
90003119,ZF2,INR,2021-06-16
90003120,S1,INR,2021-06-16
90003121,ZF2,INR,2021-06-16
90003122,S1,INR,2021-06-16
90003123,S2,INR,2021-05-17
90003124,S1,INR,2021-06-05
90003125,ZF2,INR,2021-07-05
90003126,ZSTI,INR,2021-07-06
90003127,S1,INR,2021-02-26
90003128,ZSTI,INR,2021-07-06
90003129,S1,INR,2021-07-06
90003130,ZSTI,INR,2021-07-06
90003132,S1,INR,2021-07-06
90003135,ZSTI,INR,2021-07-06
90003136,S1,INR,2021-07-06
90003138,ZSTI,INR,2021-07-06
90003139,S1,INR,2021-07-06
90003140,ZSTI,INR,2021-07-06
90003142,ZF2,INR,2021-07-07
90003144,ZIIC,INR,2021-07-07
90003145,IVS,INR,2021-07-07
90003146,IVS,INR,2021-07-08
90003147,ZS2,INR,2021-06-16
90003148,ZS3,INR,2020-12-18
90003149,ZS2,INR,2021-03-06
90003150,ZS3,INR,2021-03-06
90003151,ZS2,USD,2020-12-16
90003152,ZS3,USD,2020-12-16
90003153,S2,INR,2020-12-24
90003154,S1,INR,2020-12-24
90003155,ZF2,INR,2021-08-07
90003157,ZSO1,INR,2021-08-11
90003158,ZSTI,INR,2021-08-11
90003159,S1,INR,2021-08-11
90003160,ZSO1,INR,2021-08-26
90003161,S1,INR,2021-08-11
90003162,ZSTI,INR,2021-08-26
90003163,S1,INR,2021-08-26
90003164,ZSO1,INR,2021-08-31
90003168,ZVK1,INR,2021-09-01
90003169,ZVK1,INR,2021-09-02
90003170,ZVK1,INR,2021-09-06
90003171,ZVK1,INR,2021-09-06
90003172,ZIIF,USD,2021-09-15
90003173,ZIIC,USD,2021-09-15
90003174,ZF2,INR,2021-09-20
90003175,ZSO4,INR,2021-10-05
90003176,ZSO4,INR,2021-10-07
90003177,ZSO4,INR,2021-10-07
90003185,ZSO4,INR,2021-10-08
90003186,ZSO5,INR,2021-10-08
90003188,ZSO4,INR,2021-10-08
90003190,S1,INR,2021-09-20
90003191,ZF2,INR,2021-10-09
90003192,ZLC1,INR,2021-10-18
90003193,ZCR1,INR,2021-10-18
90003201,ZF2,INR,2021-10-22
90003202,ZLC1,INR,2021-10-27
90003207,ZLC5,INR,2021-10-28
90003208,ZLC1,INR,2021-10-29
90003209,ZLC2,INR,2021-10-29
90003210,ZSCR,INR,2021-11-01
90003211,ZLC1,INR,2021-11-11
90003216,ZVS1,INR,2021-11-12
90003217,ZVS1,INR,2021-11-12
90003218,S1,INR,2021-10-09
90003219,ZF2,INR,2021-11-12
90003220,S1,INR,2021-11-12
90003221,ZF2,INR,2021-11-12
90003222,ZSO1,INR,2021-11-13
90003224,ZVS1,INR,2021-11-16
90003225,ZLC1,INR,2021-11-16
90003226,ZSCR,INR,2021-11-24
90003227,ZVS1,INR,2021-11-29
90003228,ZF5,INR,2021-12-02
90003229,ZLC1,INR,2021-12-06
90003230,ZF5,INR,2021-12-09
90003231,ZF5,INR,2021-12-09
90003232,ZF5,INR,2021-12-09
90003233,ZF2,INR,2021-12-09
90003234,ZF5,INR,2021-12-09
90003235,ZLC1,INR,2021-12-13
90003237,ZF2,INR,2022-01-15
90003238,ZIIF,USD,2022-01-17
90003240,ZIIC,USD,2022-01-17
90003241,IVS,USD,2022-01-17
90003242,ZIIC,USD,2022-01-18
90003243,IVS,USD,2022-01-18
90003244,ZIIC,USD,2022-01-18
90003245,IVS,USD,2022-01-18
90003246,ZIIC,USD,2022-01-18
90003247,IVS,USD,2022-01-18
90003248,ZIIC,USD,2022-01-18
90003249,IVS,USD,2022-01-18
90003250,ZIIC,USD,2022-01-18
90003251,IVS,USD,2022-01-18
90003252,ZIIC,USD,2022-01-18
90003253,IVS,USD,2022-01-18
90003254,ZIIC,USD,2022-01-18
90003255,IVS,USD,2022-01-18
90003256,ZIIC,USD,2022-01-18
90003257,IVS,USD,2022-01-18
90003258,ZIIC,USD,2022-01-18
90003259,IVS,USD,2022-01-18
90003260,ZIIC,USD,2022-01-18
90003261,IVS,USD,2022-01-18
90003262,ZIIC,USD,2022-01-18
90003263,IVS,USD,2022-01-18
90003264,ZIIC,USD,2022-01-18
90003265,IVS,USD,2022-01-18
90003266,ZIIC,USD,2022-01-18
90003267,IVS,USD,2022-01-18
90003268,ZIIC,USD,2022-01-18
90003269,IVS,USD,2022-01-18
90003270,ZIIC,USD,2022-01-18
90003271,IVS,USD,2022-01-18
90003272,ZIIC,USD,2022-01-18
90003273,IVS,USD,2022-01-18
90003274,ZIIC,USD,2022-01-18
90003275,IVS,USD,2022-01-18
90003276,ZIIC,USD,2022-01-18
90003277,IVS,USD,2022-01-18
90003278,ZIIC,USD,2022-01-19
90003282,ZCR1,INR,2022-01-20
90003284,ZCR1,INR,2022-01-21
90003287,ZECR,INR,2022-01-25
90003288,IVS,USD,2022-01-19
90003289,ZIIC,USD,2022-01-27
90003290,ZS2,INR,2022-01-25
90003291,ZECR,INR,2022-01-29
90003292,IVS,USD,2022-01-27
90003293,ZIIC,USD,2022-01-31
90003294,ZECR,INR,2022-02-01
90003295,ZECR,INR,2022-02-01
90003296,ZECR,INR,2022-02-01
90003297,ZLC1,INR,2022-02-01
90003298,ZECR,INR,2022-02-01
90003299,ZECR,INR,2022-02-01
90003300,ZECR,INR,2022-02-01
90003301,ZECR,INR,2022-02-01
90003302,ZECR,INR,2022-02-01
90003303,ZECR,INR,2022-02-02
90003304,ZS2,INR,2022-02-02
90003305,ZECR,INR,2022-02-02
90003306,ZS2,INR,2022-02-02
90003307,ZECR,INR,2022-02-02
90003308,ZECR,INR,2022-02-02
90003309,ZECR,INR,2022-02-03
90003312,ZEX,USD,2022-02-03
90003313,S1,USD,2022-02-03
90003314,ZEX,USD,2022-02-07
90003315,S1,USD,2022-02-07
90003316,ZEX,USD,2022-02-08
90003317,ZECR,INR,2022-02-08
90003318,IVS,USD,2022-01-31
90003319,ZIIC,USD,2022-02-09
90003320,S1,USD,2022-02-08
90003321,ZEX,USD,2022-02-10
90003322,S1,INR,2021-11-12
90003323,ZF2,INR,2022-02-14
90003324,ZECR,INR,2022-02-15
90003325,ZECR,INR,2022-02-15
90003326,ZECR,INR,2022-02-15
90003327,ZECR,INR,2022-02-15
90003328,ZECR,INR,2022-02-15
90003329,ZECR,INR,2022-02-15
90003330,ZECR,INR,2022-02-15
90003331,ZECR,INR,2022-02-15
90003332,S1,INR,2022-01-15
90003333,ZF2,INR,2022-02-16
90003334,ZSO4,INR,2022-02-17
90003335,ZSO4,INR,2022-02-17
90003336,ZECR,INR,2022-02-21
90003337,ZECR,INR,2022-02-21
90003341,ZSO4,INR,2022-02-23
90003342,ZSO4,INR,2022-02-23
90003343,ZSO5,INR,2022-02-23
90003344,ZSO5,INR,2022-02-23
90003346,ZSO2,INR,2022-02-23
90003347,ZSO2,INR,2022-02-23
90003348,ZSO2,INR,2022-02-23
90003349,ZSO2,INR,2022-02-23
90003351,ZSO1,INR,2022-02-23
90003352,ZSO1,INR,2022-02-23
90003353,ZSO3,INR,2022-02-23
90003354,ZSO3,INR,2022-02-23
90003355,ZSO3,INR,2022-02-23
90003356,ZSO3,INR,2022-02-23
90003357,ZSO5,INR,2022-02-23
90003358,ZSO5,INR,2022-02-23
90003359,ZSO5,INR,2022-02-23
90003360,ZSO5,INR,2022-02-23
90003361,ZECR,INR,2022-02-24
90003362,ZSTI,INR,2022-02-28
90003363,ZSTI,INR,2022-02-28
90003364,ZSO3,INR,2022-02-28
90003365,ZSO5,INR,2022-02-28
90003366,ZSO3,INR,2022-03-01
90003367,ZSO5,INR,2022-03-01
90003368,ZSO2,INR,2022-03-01
90003369,ZCR1,INR,2022-03-02
90003371,ZDR1,INR,2022-03-02
90003372,ZSO3,INR,2022-03-03
90003373,ZSO5,INR,2022-03-03
90003374,ZLC1,INR,2022-03-08
90003375,ZLC1,INR,2022-03-08
90003376,ZLC1,INR,2022-03-08
90003377,ZLC1,INR,2022-03-08
90003378,ZLC1,INR,2022-03-08
90003379,ZSO3,INR,2022-03-15
90003380,ZSO5,INR,2022-03-15
90003381,ZSO3,INR,2022-03-15
90003382,ZSO5,INR,2022-03-15
90003383,ZSO3,INR,2022-03-16
90003384,ZSO5,INR,2022-03-16
90003385,ZLC1,INR,2022-03-16
90003386,S1,USD,2021-06-07
90003387,ZSM2,USD,2022-03-23
90003388,ZLC1,INR,2022-03-24
90003389,IVS,USD,2022-02-09
90003391,ZIIC,USD,2022-04-04
90003392,IVS,USD,2022-04-04
90003393,ZIIC,USD,2022-04-12
90003394,ZCR2,INR,2022-04-19
90003395,S1,INR,2022-02-16
90003397,ZF2,INR,2022-04-22
90003399,ZSO4,INR,2022-05-11
90003401,ZSO5,INR,2022-05-11
90003402,S1,INR,2022-05-11
90003403,ZSO5,INR,2022-05-11
90003404,S1,INR,2022-05-11
90003405,ZSO3,INR,2022-05-11
90003406,ZSO5,INR,2022-05-11
90003407,ZSO4,INR,2022-05-11
90003408,ZSO5,INR,2022-05-11
90003410,ZCR1,INR,2022-05-11
90003411,ZCR1,INR,2022-05-11
90003412,ZCR1,INR,2022-05-11
90003414,ZCR1,USD,2022-05-12
90003415,S1,INR,2022-05-11
90003416,ZSO5,INR,2022-05-12
90003417,ZS2,USD,2022-05-12
90003418,ZCR1,USD,2022-05-12
90003419,S1,INR,2022-05-12
90003420,ZSO5,INR,2022-05-12
90003421,S1,INR,2022-05-12
90003422,ZS2,USD,2022-05-12
90003423,ZCR1,USD,2022-05-13
90003424,ZS2,USD,2022-05-13
90003425,ZCR1,USD,2022-05-13
90003426,ZSO3,INR,2022-05-13
90003427,ZSO5,INR,2022-05-13
90003428,ZSO3,INR,2022-05-13
90003429,ZSO5,INR,2022-05-13
90003430,ZSO3,INR,2022-05-16
90003431,ZSO5,INR,2022-05-16
90003432,ZSO3,INR,2022-05-16
90003433,ZSO5,INR,2022-05-16
90003434,S1,INR,2022-05-13
90003435,S1,INR,2022-05-13
90003436,F5,INR,2022-05-18
90003437,ZSO3,INR,2022-06-02
90003438,ZSO5,INR,2022-06-02
90003439,ZSO3,INR,2022-06-02
90003440,ZSO5,INR,2022-06-02
90003441,S1,INR,2022-06-02
90003442,S1,INR,2022-06-02
90003443,ZSO5,INR,2022-06-02
90003444,ZSO3,INR,2022-06-02
90003445,ZSO5,INR,2022-06-02
90003446,S1,INR,2022-06-02
90003447,ZSO3,INR,2022-06-08
90003448,ZSO5,INR,2022-06-08
90003449,ZSO3,INR,2022-06-08
90003450,ZSO5,INR,2022-06-08
90003451,S1,INR,2022-06-08
90003452,ZSO3,INR,2022-06-09
90003453,ZSO5,INR,2022-06-09
90003455,S1,INR,2022-03-24
90003457,S1,INR,2021-03-31
90003458,S1,INR,2022-04-22
90003459,ZF2,INR,2022-06-15
90003460,S1,INR,2022-06-15
90003461,S1,INR,2021-03-09
90003463,ZDR1,INR,2022-06-30
90003464,ZDR2,INR,2022-06-30
90003465,S1,INR,2021-03-04
90003469,ZEST,INR,2022-07-06
90003470,S1,INR,2022-07-06
90003471,ZEST,INR,2022-07-07
90003472,S1,INR,2022-07-07
90003473,ZEST,INR,2022-07-07
90003474,IVS,INR,2022-02-03
90003477,ZRP1,INR,2022-07-12
90003478,S1,INR,2021-03-18
90003481,ZSTI,INR,2022-07-14
90003482,S1,INR,2021-06-07
90003483,ZSTI,INR,2022-07-14
90003484,S1,INR,2022-07-14
90003485,ZSTI,INR,2022-07-14
90003486,S1,INR,2022-02-28
90003487,S1,INR,2021-03-09
90003488,ZSTI,INR,2022-07-14
90003489,ZSO3,INR,2022-07-16
90003490,ZSO5,INR,2022-07-16
90003492,ZRE1,INR,2022-07-19
90003493,ZRE1,INR,2022-07-19
90003494,ZF5,INR,2022-07-20
90003495,IVS,INR,2021-07-08
90003496,ZSO3,INR,2022-07-26
90003497,ZSO5,INR,2022-07-26
90003498,ZSO3,INR,2022-07-27
90003499,ZSO5,INR,2022-07-27
90003501,ZSOR,INR,2022-07-28
90003502,ZSOR,INR,2022-07-28
90003503,ZCR1,USD,2022-07-28
90003504,ZSO3,INR,2022-08-08
90003505,ZSO5,INR,2022-08-08
90003506,ZIIF,USD,2022-08-10
90003507,ZIIC,USD,2022-08-10
90003508,IVS,USD,2022-08-10
90003509,ZIIF,USD,2022-08-10
90003510,ZIIF,USD,2022-08-10
90003511,ZIIC,USD,2022-08-10
90003512,S1,INR,2022-07-14
90003513,ZSTI,INR,2022-09-07
90003514,S1,INR,2022-09-07
90003515,ZSTI,INR,2022-09-07
90003516,S1,INR,2022-09-07
90003517,ZSTI,INR,2022-09-08
90003518,ZSER,USD,2022-09-09
90003519,IVS,USD,2022-08-10
90003520,ZIIC,USD,2022-09-13
90003521,S1,USD,2022-09-09
90003522,ZSER,USD,2022-09-13
90003523,ZSER,USD,2022-09-15
90003528,ZSR1,USD,2022-09-21
90003529,S1,USD,2022-09-21
90003530,ZLSR,USD,2022-09-21
90003531,ZF5,INR,2022-09-21
90003533,ZLC1,INR,2022-09-21
90003534,S1,INR,2022-09-21
90003537,ZLC1,INR,2022-09-21
90003541,ZSTI,INR,2022-09-21
90003542,ZLCE,INR,2022-11-04
90003543,ZLCE,INR,2022-11-04
90003544,S1,INR,2022-07-16
90003545,S1,INR,2022-07-12
90003547,ZRP1,INR,2022-11-10
90003548,ZS2,INR,2021-03-16
90003549,ZS2,INR,2022-03-02
90003550,S1,INR,2021-04-12
90003551,S1,INR,2021-03-09
90003552,S1,INR,2020-12-16
90003554,S1,INR,2021-06-07
90003555,S1,INR,2022-06-09
90003556,ZLSR,USD,2022-11-15
90003557,ZVP,INR,2022-11-15
90003558,ZVP,INR,2022-11-21
90003559,S1,INR,2022-11-11
90003560,ZF5,INR,2022-12-05
90003561,ZF2,INR,2022-12-05
90003563,ZCR1,INR,2022-12-06
90003564,ZS2,INR,2022-12-06
90003565,ZCR1,INR,2022-12-06
90003566,S1,INR,2022-09-21
90003567,IVS,INR,2022-11-11
90003568,ZIIF,USD,2022-12-20
90003569,ZF5,INR,2022-12-26
90003570,S1,INR,2022-03-08
90003571,ZLC1,INR,2022-12-27
90003572,ZS2,INR,2021-10-18
90003575,ZCR1,INR,2022-12-27
90003576,ZLC1,INR,2022-12-28
90003577,ZLC1,INR,2022-12-28
90003578,ZLC1,INR,2022-12-28
90003579,S1,INR,2022-12-28
90003580,ZLC1,INR,2022-12-28
90003581,S1,INR,2022-12-28
90003582,ZLC1,INR,2022-12-28
90003583,ZLC1,INR,2022-12-28
90003584,ZCR1,INR,2022-12-28
90003585,ZCR1,INR,2022-12-28
90003586,ZS2,INR,2022-12-28
90003587,ZCR1,INR,2022-12-28
90003588,ZCR1,INR,2022-12-28
90003589,ZS2,INR,2022-12-28
90003590,ZCR1,INR,2022-12-28
90003591,ZCR1,INR,2022-12-28
90003592,ZS2,INR,2022-12-28
90003593,ZCR1,INR,2022-12-28
90003594,ZLC1,INR,2022-12-28
90003595,ZCR1,INR,2022-12-28
90003597,ZDR1,INR,2022-12-30
90003598,ZLC1,INR,2023-01-02
90003599,S1,INR,2023-01-02
90003600,ZLC1,INR,2023-01-02
90003601,ZF2,INR,2023-01-10
90003602,ZFEX,USD,2023-01-30
90003603,ZK5,INR,2023-02-06
90003604,ZK5,INR,2023-02-08
90003605,ZK5,INR,2023-02-08
90003606,ZK5,INR,2023-02-09
90003608,ZSTI,INR,2023-02-15
90003610,ZSR1,INR,2023-03-02
90003611,ZCR1,USD,2023-03-03
90003612,ZDR1,INR,2023-03-03
90003613,ZFEX,USD,2023-03-10
90003614,ZF5,INR,2023-03-10
90003615,IVS,USD,2022-09-13
90003617,ZSCR,INR,2023-03-16
90003619,ZTEX,USD,2023-04-17
90003620,ZTEX,USD,2023-04-17
90003621,ZTEX,USD,2023-04-17
90003622,S1,USD,2021-02-10
90003623,S1,USD,2023-04-18
90003624,S1,USD,2023-04-18
90003625,S1,USD,2023-04-24
90003626,S1,USD,2023-04-24
90003627,S1,USD,2023-04-24
90003628,S1,USD,2022-09-15
90003629,S1,USD,2023-04-25
90003630,S1,USD,2020-07-22
90003631,ZS3,USD,2020-12-16
90003632,ZS2,USD,2020-12-16
90003633,ZF6,INR,2023-05-15
90003634,ZFEX,USD,2023-05-18
90003636,ZWCR,INR,2023-06-02
90003637,S1,INR,2019-04-13
90003638,S1,USD,2019-03-29
90003640,ZS2,INR,2023-06-02
90003641,ZWCR,INR,2023-06-13
90003642,S1,USD,2020-03-31
90003644,ZEX,USD,2023-06-15
90003645,IVS,INR,2021-03-05
90003646,S1,INR,2019-03-19
90003649,ZCR6,INR,2023-07-14
90003651,ZSOR,INR,2023-07-17
90003652,ZSOR,INR,2023-07-17
90003653,ZSOR,INR,2023-07-18
90003654,ZS2,USD,2023-03-03
90003655,S1,USD,2023-06-15
90003656,S1,USD,2023-04-25
90003657,S1,INR,2019-04-23
90003659,ZSTI,INR,2023-08-08
90003662,ZTPS,INR,2023-08-09
90003663,S1,INR,2023-08-09
90003664,ZTPS,INR,2023-08-09
90003671,ZF2,INR,2023-09-07
90003672,ZF2,INR,2023-09-13
90003673,ZF2,INR,2023-09-13
90003674,ZF2,INR,2023-09-13
90003675,ZF2,INR,2023-09-13
90003676,ZSU2,INR,2023-09-27
90003678,ZSU2,INR,2023-09-27
90003680,ZSU1,INR,2023-09-27
90003681,ZSU2,INR,2023-09-27
90003682,ZCOM,INR,2023-09-27
90003683,ZSE1,INR,2023-09-27
90003684,ZCOM,INR,2023-09-27
90003685,ZSE2,INR,2023-09-27
90003686,ZSTI,INR,2023-10-13
90003687,ZRE1,USD,2023-10-16
90003688,S2,USD,2023-10-16
90003689,S2,USD,2023-10-17
90003690,S1,INR,2023-10-13
90003692,ZSTI,INR,2023-11-16
90003693,ZSTI,INR,2023-11-28
90003694,S1,INR,2023-11-28
90003695,ZSTI,INR,2023-11-28
90003696,ZSCR,INR,2023-11-29
90003699,ZSCR,INR,2023-12-06
90003700,ZSCR,INR,2023-12-13
90003701,S1,INR,2023-12-13
90003702,ZSCR,INR,2023-12-13
90003703,S1,INR,2023-11-28
90003704,ZSCR,INR,2023-12-19
90003708,ZIIF,USD,2024-02-01
90003709,ZEX,USD,2024-02-03
90003710,S1,USD,2024-02-03
90003711,ZIIF,USD,2024-02-03
90003712,ZSM2,USD,2024-02-05
90003713,S1,USD,2024-02-05
90003714,ZSM2,USD,2024-02-05
90003715,ZSM2,USD,2024-02-05
90003716,S1,USD,2019-07-09
90003717,S1,INR,2023-09-13
90003719,ZF2,INR,2024-02-14
90003720,ZF2,INR,2024-02-17
90003721,ZF2,INR,2024-02-17
90003722,ZF2,INR,2024-03-06
90003723,S1,INR,2024-03-06
90003724,ZF2,INR,2024-03-06
90003725,ZF2,INR,2024-03-06
90003726,S1,INR,2024-03-06
90003727,S1,INR,2023-09-13
90003728,S1,INR,2023-09-13
90003729,S1,INR,2023-09-13
90003730,S1,INR,2023-09-07
90003731,S3,INR,2023-09-07
90003732,ZSTI,INR,2024-03-20
90003734,ZSTI,INR,2024-03-20
90003735,F5,INR,2024-03-21
90003736,S1,INR,2020-12-07
90003737,S1,INR,2024-03-20
90003738,ZF5,INR,2024-03-22
90003739,ZF5,INR,2024-03-27
90003740,ZF5,INR,2024-03-27
90003742,ZF5,INR,2024-03-28
90003743,ZCR2,INR,2024-03-31
90003745,ZF2,INR,2024-04-03
90003746,ZF2,INR,2024-04-04
90003747,ZF2,INR,2024-04-04
90003748,S1,INR,2024-02-17
90003749,ZF2,INR,2024-04-06
90003750,ZF2,INR,2024-04-06
90003751,ZF2,INR,2024-04-06
90003752,S1,INR,2024-03-06
90003753,ZF2,INR,2024-04-06
90003754,ZF2,INR,2024-04-08
90003755,ZF2,INR,2024-04-08
90003756,ZF2,INR,2024-04-08
90003757,ZF2,INR,2024-04-08
90003758,ZF2,INR,2024-04-08
90003759,ZF2,INR,2024-04-08
90003760,S1,INR,2024-04-06
90003761,ZF2,INR,2024-04-09
90003762,ZF2,INR,2024-04-12
90003763,ZF2,INR,2024-04-12
90003764,ZF2,INR,2024-04-12
90003765,ZF2,INR,2024-04-17
90003766,ZF2,INR,2024-04-19
90003767,ZF2,INR,2024-04-19
90003768,ZF2,INR,2024-04-19
90003769,ZF2,INR,2024-04-20
90003770,ZIIF,EUR,2024-04-24
90003771,ZCR2,INR,2024-04-24
90003772,S2,INR,2024-04-24
90003773,ZCR2,INR,2024-04-26
90003774,S2,INR,2024-04-26
90003775,ZCR2,INR,2024-04-26
90003776,S2,INR,2024-04-26
90003777,ZCR2,INR,2024-04-26
90003778,S2,INR,2020-12-24
90003779,ZCR2,INR,2024-04-26
90003780,ZCR2,INR,2024-04-26
90003781,S2,INR,2024-04-26
90003782,ZCR2,INR,2024-04-26
90003783,S2,INR,2024-04-26
90003786,ZCR2,INR,2024-04-28
90003787,S2,INR,2024-04-28
90003788,ZCR2,INR,2024-04-28
90003789,S2,INR,2024-04-28
90003790,ZCR2,INR,2024-04-28
90003791,S2,INR,2024-04-28
90003792,ZCR2,INR,2024-04-28
90003793,S2,INR,2024-04-28
90003794,ZCR2,INR,2024-04-29
90003795,S2,INR,2024-04-26
90003796,ZCR2,INR,2024-04-29
90003797,S2,INR,2024-04-29
90003798,ZCR2,INR,2024-04-29
90003799,ZF2,INR,2024-05-02
90003800,ZREP,INR,2024-05-04
90003801,S2,INR,2024-05-04
90003802,ZREP,INR,2024-05-04
90003803,ZIIF,USD,2024-05-06
90003804,ZEX,USD,2024-05-06
90003805,S1,INR,2019-04-30
90003806,S1,USD,2024-05-06
90003807,ZIIF,USD,2024-05-06
90003808,ZSN,INR,2024-05-08
90003809,S2,INR,2024-05-04
90003810,ZREP,INR,2024-05-09
90003811,S2,INR,2024-05-09
90003812,ZREP,INR,2024-05-09
90003813,S2,INR,2024-05-09
90003814,ZREP,INR,2024-05-09
90003815,S2,INR,2024-05-09
90003816,ZREP,INR,2024-05-09
90003817,S2,INR,2024-05-09
90003818,ZREP,INR,2024-05-09
90003819,ZIIF,USD,2024-05-09
90003820,ZEX,USD,2024-05-09
90003821,S2,INR,2024-05-09
90003822,ZREP,INR,2024-05-09
90003823,ZF2,INR,2024-05-14
90003824,ZF2,INR,2024-05-18
90003825,IVS,INR,2023-09-19
90003826,S1,INR,2024-05-18
90003827,IVS,INR,2024-05-21
90003828,ZSTI,INR,2024-05-22
90003829,ZCR7,INR,2024-05-24
90003830,ZSO3,INR,2024-05-28
90003831,ZSO5,INR,2024-05-28
90003832,ZCR2,INR,2024-06-15
90003833,S2,INR,2024-05-09
90003834,ZREP,INR,2024-06-17
90003835,IVS,INR,2024-05-22
90003836,ZIIC,INR,2024-06-28
90003837,IVS,INR,2024-06-28
90003838,S2,INR,2024-06-17
90003839,ZREP,INR,2024-07-12
90003840,ZSCR,INR,2024-07-18
90003841,ZSCR,INR,2024-07-18
90003842,ZCR2,INR,2024-07-26
90003843,S2,INR,2024-07-26
90003844,ZCR2,INR,2024-07-26
90003845,S2,INR,2024-07-26
90003846,ZCR2,INR,2024-07-26
90003847,ZF2,INR,2024-07-30
90003848,ZF2,INR,2024-07-30
90003849,S1,INR,2024-07-30
90003850,ZF2,INR,2024-07-30
90003851,ZF2,INR,2024-07-31
90003852,F5,INR,2024-08-21
90003853,F5,INR,2024-08-22
90003854,ZF2,INR,2024-08-27
90003855,ZIIF,EUR,2024-09-04
90003856,ZIIF,EUR,2024-09-05
90003858,ZIIC,INR,2024-09-19
90003859,IVS,INR,2024-09-19
90003860,ZSTI,INR,2024-09-19
90003861,S1,INR,2024-09-19
90003862,ZIIC,INR,2024-09-19
90003863,ZF5,INR,2024-09-23
90003864,ZSTI,INR,2024-09-23
90003865,S1,INR,2024-09-23
90003866,ZSTI,INR,2024-09-23
90003868,ZSTI,INR,2024-09-24
90003869,ZSM1,USD,2024-10-04
90003870,ZF5,INR,2024-10-04
90003871,F5,INR,2024-10-05
90003872,ZSCR,INR,2024-10-05
90003873,F5,INR,2024-10-05
90003874,ZSCR,INR,2024-10-05
90003875,S1,INR,2024-10-05
90003876,ZSCR,INR,2024-10-05
90003877,ZSCR,INR,2024-10-05
90003878,ZSCR,INR,2024-10-07
90003879,ZSCR,INR,2024-10-07
90003880,ZF2,INR,2024-10-18
90003881,ZSM2,EUR,2024-10-21
90003882,S1,EUR,2024-10-21
90003883,ZIIF,EUR,2024-10-21
90003884,ZSM2,EUR,2024-10-21
90003885,ZRIF,EUR,2024-10-21
90003886,ZF5,INR,2024-10-22
90003887,ZRIF,EUR,2024-10-23
90003889,ZTPS,INR,2024-11-06
90003890,ZIIF,USD,2024-11-15
90003891,ZTPS,USD,2024-11-15
90003892,S1,USD,2024-11-15
90003893,ZTEX,USD,2024-11-15
90003894,ZLSR,INR,2024-11-16
90003895,ZIIF,USD,2024-11-18
90003896,ZEX,USD,2024-11-18
90003897,S1,USD,2024-11-18
90003898,ZEX,USD,2024-11-18
