Material,Material type,Material Group,Base Unit of Measure
110000002703,ZHAW,E0003,EA
110000002704,ZHAW,I0003,EA
110000002705,ZHAW,O0001,EA
110000002706,ZHAW,I0003,KG
110000002707,ZHAW,I0003,M
110000002708,ZHAW,C0013,EA
110000002709,ZHAW,C0013,EA
110000002710,ZHAW,C0013,EA
110000002711,ZHAW,E0003,EA
110000002712,ZHAW,C0013,EA
110000002713,ZHAW,C0013,EA
110000002714,ZHAW,C0013,M2
110000002715,ZHAW,C0013,M
110000002716,ZHAW,C0013,EA
110000002717,ZHAW,O0001,EA
110000002718,ZHAW,C0013,EA
110000002719,ZHAW,C0013,EA
110000002720,ZHAW,C0013,EA
110000002721,ZHAW,C0013,EA
110000002722,ZHAW,C0013,EA
110000002723,ZHAW,C0013,EA
110000002724,ZHAW,C0013,EA
110000002725,ZHAW,E0003,EA
110000002726,ZHAW,C0013,M
110000002727,ZHAW,C0013,M
110000002728,ZHAW,E0003,EA
110000002729,ZHAW,E0003,EA
110000002730,ZHAW,E0003,EA
110000002731,ZHAW,E0003,EA
110000002732,ZHAW,E0003,EA
110000002733,ZHAW,C0013,M
110000002734,ZHAW,C0013,M
110000002735,ZHAW,C0013,M
110000002736,ZHAW,C0013,M
110000002737,ZHAW,C0013,M
110000002738,ZHAW,C0013,M
110000002739,ZHAW,C0013,M
110000002740,ZHAW,C0013,M
110000002741,ZHAW,C0013,M
110000002742,ZHAW,C0013,M
110000002743,ZHAW,C0013,M
110000002744,ZHAW,C0013,EA
110000002745,ZHAW,E0003,M
110000002746,ZHAW,E0003,EA
110000002747,ZHAW,E0003,EA
110000002748,ZHAW,C0013,EA
110000002749,ZHAW,E0003,EA
110000002750,ZHAW,C0013,EA
110000002751,ZHAW,C0013,EA
110000002752,ZHAW,E0003,EA
110000002753,ZHAW,E0003,EA
110000002754,ZHAW,E0003,EA
110000002755,ZHAW,E0003,EA
110000002756,ZHAW,E0003,EA
110000002757,ZHAW,C0013,KG
110000002758,ZHAW,C0013,EA
110000002759,ZHAW,C0013,EA
110000002760,ZHAW,C0013,EA
110000002761,ZHAW,C0013,EA
110000002762,ZHAW,E0003,KG
110000002763,ZHAW,E0003,M
110000002764,ZHAW,E0003,EA
110000002765,ZHAW,E0003,EA
110000002766,ZHAW,E0003,EA
110000002767,ZHAW,E0003,EA
110000002768,ZHAW,O0001,EA
110000002769,ZHAW,E0003,EA
110000002770,ZHAW,C0013,M
110000002771,ZHAW,E0003,M
110000002772,ZHAW,C0013,EA
110000002773,ZHAW,C0013,KG
110000002774,ZHAW,E0003,KG
110000002775,ZHAW,E0003,EA
110000002776,ZHAW,E0003,EA
110000002777,ZHAW,C0013,M
110000002778,ZHAW,C0013,M
110000002779,ZHAW,C0013,M
110000002780,ZHAW,C0013,M
110000002781,ZHAW,C0013,M
110000002782,ZHAW,C0013,M
110000002783,ZHAW,E0003,EA
110000002784,ZHAW,O0001,EA
110000002785,ZHAW,O0001,EA
110000002786,ZHAW,O0001,EA
110000002787,ZHAW,O0001,EA
110000002788,ZHAW,O0001,EA
110000002789,ZHAW,C0013,M
110000002790,ZHAW,C0013,M
110000002791,ZHAW,E0003,EA
110000002792,ZHAW,E0003,EA
110000002793,ZHAW,E0003,EA
110000002794,ZHAW,E0003,EA
110000002795,ZHAW,C0013,EA
110000002796,ZHAW,E0003,EA
110000002797,ZHAW,C0013,EA
110000002798,ZHAW,C0013,EA
110000002799,ZHAW,C0013,EA
110000002800,ZHAW,C0013,EA
110000002801,ZHAW,C0013,EA
110000002802,ZHAW,C0013,EA
110000002803,ZHAW,C0013,EA
110000002804,ZHAW,C0013,M
110000002805,ZHAW,C0013,M
110000002806,ZHAW,C0013,M
110000002807,ZHAW,O0001,EA
110000002808,ZHAW,C0013,M
110000002809,ZHAW,C0013,M
110000002810,ZHAW,C0013,M
110000002811,ZHAW,C0013,M
110000002812,ZHAW,C0013,M
110000002814,ZHAW,C0013,EA
110000002815,ZHAW,C0013,EA
110000002816,ZHAW,C0013,EA
110000002817,ZHAW,C0013,EA
110000002818,ZHAW,C0013,EA
110000002819,ZHAW,C0013,EA
110000002820,ZHAW,C0013,EA
110000002821,ZHAW,B0002,EA
110000002822,ZHAW,B0002,EA
110000002823,ZHAW,E0003,M
110000002824,ZHAW,O0001,EA
110000002825,ZHAW,O0001,EA
110000002826,ZHAW,O0001,EA
110000002827,ZHAW,E0003,M
110000002828,ZHAW,E0003,M
110000002829,ZHAW,E0003,EA
110000002830,ZHAW,E0003,M
110000002831,ZHAW,E0003,M
110000002832,ZHAW,C0013,EA
110000002833,ZHAW,C0013,EA
110000002834,ZHAW,C0013,EA
110000002835,ZHAW,E0003,EA
110000002836,ZHAW,E0003,EA
110000002837,ZHAW,C0013,EA
110000002838,ZHAW,C0013,EA
110000002839,ZHAW,C0013,EA
110000002840,ZHAW,C0013,EA
110000002841,ZHAW,C0013,EA
110000002842,ZHAW,C0013,EA
110000002843,ZHAW,C0013,EA
110000002844,ZHAW,C0013,EA
110000002845,ZHAW,C0013,EA
110000002846,ZHAW,C0013,EA
110000002847,ZHAW,C0013,M
110000002848,ZHAW,C0013,EA
110000002849,ZHAW,C0013,EA
110000002850,ZHAW,C0013,EA
110000002851,ZHAW,C0013,EA
110000002852,ZHAW,C0013,EA
110000002853,ZHAW,C0013,EA
110000002854,ZHAW,C0013,M
110000002855,ZHAW,C0013,EA
110000002856,ZHAW,C0013,EA
110000002857,ZHAW,C0013,EA
110000002858,ZHAW,I0003,EA
110000002859,ZHAW,E0003,EA
110000002860,ZHAW,C0013,EA
110000002861,ZHAW,C0013,EA
110000002862,ZHAW,C0013,EA
110000002863,ZHAW,C0013,EA
110000002864,ZHAW,C0013,KG
110000002865,ZHAW,C0013,KG
110000002866,ZHAW,C0013,EA
110000002867,ZHAW,C0013,M
110000002868,ZHAW,C0013,M
110000002869,ZHAW,C0013,M
110000002870,ZHAW,C0013,PAC
110000002871,ZHAW,C0013,EA
110000002872,ZHAW,E0003,EA
110000002873,ZHAW,O0001,EA
110000002874,ZHAW,C0013,M
110000002875,ZHAW,C0013,M
110000002876,ZHAW,C0013,M
110000002877,ZHAW,C0013,M
110000002878,ZHAW,O0001,M
110000002879,ZHAW,O0001,M
110000002880,ZHAW,O0001,EA
110000002881,ZHAW,O0001,EA
110000002882,ZHAW,O0001,KG
110000002883,ZHAW,O0001,KG
110000002884,ZHAW,O0001,M2
110000002885,ZHAW,O0001,M
110000002886,ZHAW,O0001,M
110000002887,ZHAW,O0001,EA
110000002888,ZHAW,O0001,EA
110000002889,ZHAW,O0001,EA
110000002890,ZHAW,O0001,KG
110000002891,ZHAW,O0001,KG
110000002892,ZHAW,O0001,EA
110000002893,ZHAW,E0003,EA
110000002894,ZHAW,E0003,EA
110000002895,ZHAW,E0003,EA
110000002896,ZHAW,E0003,EA
110000002897,ZHAW,E0003,EA
110000002898,ZHAW,C0013,EA
110000002899,ZHAW,E0003,EA
110000002900,ZHAW,E0003,EA
110000002901,ZHAW,C0013,EA
110000002902,ZHAW,C0013,EA
110000002903,ZHAW,C0013,EA
110000002904,ZHAW,O0001,M
110000002905,ZHAW,O0001,M
110000002906,ZHAW,O0001,M
110000002907,ZHAW,O0001,M
110000002908,ZHAW,O0001,EA
110000002909,ZHAW,O0001,M
110000002910,ZHAW,O0001,M
110000002911,ZHAW,O0001,M
110000002912,ZHAW,O0001,M
110000002913,ZHAW,O0001,M
110000002914,ZHAW,O0001,M
110000002915,ZHAW,O0001,EA
110000002916,ZHAW,C0013,M
110000002917,ZHAW,E0003,KM
110000002918,ZHAW,E0003,EA
110000002919,ZHAW,E0003,EA
110000002920,ZHAW,E0003,EA
110000002921,ZHAW,E0003,EA
110000002922,ZHAW,E0003,EA
110000002923,ZHAW,E0003,EA
110000002924,ZHAW,E0003,EA
110000002925,ZHAW,C0013,EA
110000002926,ZHAW,O0001,EA
110000002927,ZHAW,O0001,EA
110000002928,ZHAW,O0001,EA
110000002929,ZHAW,O0001,EA
110000002930,ZHAW,O0001,EA
110000002931,ZHAW,E0003,EA
110000002932,ZHAW,E0003,EA
110000002933,ZHAW,G0003,EA
110000002934,ZHAW,G0003,EA
110000002935,ZHAW,G0003,EA
110000002936,ZHAW,C0013,EA
110000002937,ZHAW,G0003,EA
110000002938,ZHAW,G0003,EA
110000002939,ZHAW,G0003,EA
110000002940,ZHAW,G0003,EA
110000002941,ZHAW,G0003,EA
110000002942,ZHAW,G0003,EA
110000002943,ZHAW,G0003,EA
110000002944,ZHAW,G0003,EA
110000002945,ZHAW,G0003,EA
110000002946,ZHAW,O0001,EA
110000002947,ZHAW,O0001,EA
110000002948,ZHAW,O0001,EA
110000002949,ZHAW,O0001,EA
110000002950,ZHAW,O0001,EA
110000002951,ZHAW,O0001,M
110000002952,ZHAW,O0001,M
110000002953,ZHAW,O0001,M
110000002954,ZHAW,E0003,EA
110000002955,ZHAW,O0001,EA
110000002956,ZHAW,G0003,EA
110000002957,ZHAW,G0003,EA
110000002958,ZHAW,C0013,EA
110000002959,ZHAW,G0003,EA
110000002960,ZHAW,G0003,EA
110000002961,ZHAW,G0003,EA
110000002962,ZHAW,C0013,EA
110000002963,ZHAW,C0013,EA
110000002964,ZHAW,C0013,EA
110000002965,ZHAW,G0003,EA
110000002966,ZHAW,G0003,EA
110000002967,ZHAW,G0003,EA
110000002968,ZHAW,C0014,PC
110000002969,ZHAW,C0013,EA
110000002970,ZHAW,C0013,EA
110000002971,ZHAW,C0013,EA
110000002972,ZHAW,C0013,EA
110000002973,ZHAW,C0013,EA
110000002974,ZHAW,C0013,EA
110000002975,ZHAW,C0013,EA
110000002976,ZHAW,C0013,EA
110000002977,ZHAW,O0001,EA
110000002978,ZHAW,O0001,EA
110000002979,ZHAW,O0001,EA
110000002980,ZHAW,O0001,EA
110000002981,ZHAW,O0001,EA
110000002982,ZHAW,O0001,EA
110000002983,ZHAW,O0001,EA
110000002984,ZHAW,O0001,EA
110000002985,ZHAW,O0001,EA
110000002986,ZHAW,O0001,EA
110000002987,ZHAW,O0001,EA
110000002988,ZHAW,O0001,EA
110000002989,ZHAW,O0001,EA
110000002990,ZHAW,O0001,M
110000002991,ZHAW,O0001,M
110000002992,ZHAW,C0013,M
110000002993,ZHAW,C0013,EA
110000002994,ZHAW,C0013,M
110000002995,ZHAW,E0003,EA
110000002996,ZHAW,E0003,EA
110000002997,ZHAW,C0013,EA
110000002998,ZHAW,C0013,EA
110000002999,ZHAW,C0013,M
110000003000,ZHAW,C0013,EA
110000003001,ZHAW,E0003,EA
110000003002,ZHAW,B0002,EA
110000003003,ZHAW,O0001,EA
110000003004,ZHAW,O0001,EA
110000003005,ZHAW,O0001,EA
110000003006,ZHAW,O0001,EA
110000003007,ZHAW,O0001,EA
110000003008,ZHAW,O0001,EA
110000003009,ZHAW,E0003,EA
110000003010,ZHAW,O0001,EA
110000003011,ZHAW,O0001,EA
110000003012,ZHAW,I0003,EA
110000003013,ZHAW,E0003,EA
110000003014,ZHAW,C0013,EA
110000003015,ZHAW,C0013,EA
110000003016,ZHAW,C0013,EA
110000003017,ZHAW,O0001,EA
110000003018,ZHAW,O0001,EA
110000003019,ZHAW,O0001,EA
110000003020,ZHAW,O0001,EA
110000003021,ZHAW,C0013,EA
110000003022,ZHAW,O0001,EA
110000003023,ZHAW,O0001,EA
110000003024,ZHAW,O0001,EA
110000003025,ZHAW,O0001,EA
110000003026,ZHAW,O0001,EA
110000003027,ZHAW,O0001,EA
110000003028,ZHAW,O0001,EA
110000003029,ZHAW,O0001,EA
110000003030,ZHAW,O0001,EA
110000003031,ZHAW,O0001,EA
110000003032,ZHAW,C0013,M
110000003033,ZHAW,O0001,M
110000003034,ZHAW,O0001,M
110000003035,ZHAW,O0001,EA
110000003036,ZHAW,O0001,EA
110000003037,ZHAW,O0001,EA
110000003038,ZHAW,O0001,EA
110000003039,ZHAW,O0001,EA
110000003040,ZHAW,O0001,EA
110000003041,ZHAW,O0001,EA
110000003042,ZHAW,O0001,EA
110000003043,ZHAW,P0009,EA
110000003044,ZHAW,O0001,EA
110000003045,ZHAW,O0001,EA
110000003046,ZHAW,O0001,EA
110000003047,ZHAW,O0001,EA
110000003048,ZHAW,O0001,EA
110000003049,ZHAW,O0001,EA
110000003050,ZHAW,O0001,EA
110000003051,ZHAW,O0001,EA
110000003052,ZHAW,B0002,EA
110000003053,ZHAW,C0013,M
110000003054,ZHAW,C0013,M
110000003055,ZHAW,C0013,EA
110000003056,ZHAW,O0001,EA
110000003057,ZHAW,C0013,EA
110000003058,ZHAW,O0001,PAC
110000003059,ZHAW,M0003,PAC
110000003060,ZHAW,O0001,PAC
110000003061,ZHAW,O0001,EA
110000003062,ZHAW,C0013,EA
110000003063,ZHAW,C0013,EA
110000003064,ZHAW,C0013,EA
110000003065,ZHAW,C0013,EA
110000003066,ZHAW,C0013,EA
110000003067,ZHAW,C0013,EA
110000003068,ZHAW,C0013,EA
110000003069,ZHAW,C0013,EA
110000003070,ZHAW,C0013,EA
110000003071,ZHAW,C0013,EA
110000003072,ZHAW,C0013,EA
110000003073,ZHAW,C0013,EA
110000003074,ZHAW,O0001,EA
110000003075,ZHAW,O0001,EA
110000003076,ZHAW,O0001,KG
110000003077,ZHAW,O0001,M
110000003078,ZHAW,O0001,EA
110000003079,ZHAW,O0001,EA
110000003080,ZHAW,O0001,EA
110000003081,ZHAW,O0001,EA
110000003082,ZHAW,O0001,EA
110000003083,ZHAW,O0001,EA
110000003084,ZHAW,O0001,EA
110000003085,ZHAW,E0003,EA
110000003086,ZHAW,O0001,M
110000003087,ZHAW,E0003,EA
110000003088,ZHAW,C0013,M
110000003089,ZHAW,C0013,M
110000003090,ZHAW,E0003,M
110000003091,ZHAW,O0001,KG
110000003092,ZHAW,O0001,EA
110000003093,ZHAW,O0001,EA
110000003094,ZHAW,O0001,KG
110000003095,ZHAW,O0001,KG
110000003096,ZHAW,O0001,KG
110000003097,ZHAW,C0013,M
110000003098,ZHAW,E0003,EA
110000003099,ZHAW,E0003,EA
110000003100,ZHAW,E0003,EA
110000003101,ZHAW,C0013,EA
110000003102,ZHAW,E0003,EA
110000003103,ZHAW,E0003,EA
110000003104,ZHAW,C0013,EA
110000003105,ZHAW,E0003,EA
110000003106,ZHAW,E0003,EA
110000003107,ZHAW,E0003,EA
110000003108,ZHAW,M0003,EA
110000003109,ZHAW,O0001,EA
110000003110,ZHAW,O0001,EA
110000003111,ZHAW,C0013,M
110000003112,ZHAW,C0013,M
110000003113,ZHAW,C0013,M
110000003114,ZHAW,E0003,EA
110000003115,ZHAW,E0003,EA
110000003116,ZHAW,E0003,EA
110000003117,ZHAW,O0001,EA
110000003118,ZHAW,E0003,M
110000003119,ZHAW,E0003,EA
110000003120,ZHAW,C0013,TON
110000003121,ZHAW,C0013,KM
110000003122,ZHAW,C0013,EA
110000003123,ZHAW,E0003,EA
110000003124,ZHAW,E0003,EA
110000003125,ZHAW,E0003,EA
110000003126,ZHAW,E0003,EA
110000003127,ZHAW,E0003,EA
110000003128,ZHAW,E0003,EA
110000003129,ZHAW,E0003,EA
110000003130,ZHAW,E0003,EA
110000003131,ZHAW,E0003,EA
110000003132,ZHAW,E0003,EA
110000003133,ZHAW,E0003,EA
110000003134,ZHAW,E0003,EA
110000003135,ZHAW,E0003,EA
110000003136,ZHAW,E0003,EA
110000003137,ZHAW,E0003,EA
110000003138,ZHAW,E0003,EA
110000003139,ZHAW,E0003,EA
110000003140,ZHAW,C0013,EA
110000003141,ZHAW,C0013,EA
110000003142,ZHAW,C0013,EA
110000003143,ZHAW,C0013,EA
110000003144,ZHAW,C0013,EA
110000003145,ZHAW,C0013,M
110000003146,ZHAW,C0013,EA
110000003147,ZHAW,C0013,PC
110000003148,ZHAW,E0003,EA
110000003149,ZHAW,E0003,EA
110000003150,ZHAW,E0003,EA
110000003151,ZHAW,E0003,EA
110000003152,ZHAW,C0013,M
110000003153,ZHAW,C0013,EA
110000003154,ZHAW,E0003,M
110000003155,ZHAW,E0003,EA
110000003156,ZHAW,B0003,PC
110000003157,ZHAW,O0001,EA
110000003158,ZHAW,O0001,EA
110000003159,ZHAW,O0001,EA
110000003160,ZHAW,O0001,EA
110000003161,ZHAW,I0003,EA
110000003162,ZHAW,B0002,EA
110000003163,ZHAW,O0001,EA
110000003164,ZHAW,O0001,M
110000003165,ZHAW,O0001,M
110000003166,ZHAW,O0001,M
110000003167,ZHAW,C0013,M
110000003168,ZHAW,O0001,M
110000003169,ZHAW,I0003,M
110000003170,ZHAW,O0001,EA
110000003171,ZHAW,O0001,EA
110000003172,ZHAW,O0001,EA
110000003173,ZHAW,O0001,EA
110000003174,ZHAW,O0001,EA
110000003175,ZHAW,O0001,EA
110000003176,ZHAW,O0001,EA
110000003177,ZHAW,O0001,EA
110000003178,ZHAW,O0001,EA
110000003179,ZHAW,C0013,EA
110000003180,ZHAW,O0001,EA
110000003181,ZHAW,O0001,EA
110000003182,ZHAW,O0001,EA
110000003183,ZHAW,C0013,EA
110000003184,ZHAW,C0013,EA
110000003185,ZHAW,C0013,EA
110000003186,ZHAW,C0013,EA
110000003187,ZHAW,C0013,EA
110000003188,ZHAW,C0013,EA
110000003189,ZHAW,C0013,EA
110000003190,ZHAW,O0001,EA
110000003191,ZHAW,O0001,EA
110000003192,ZHAW,O0001,EA
110000003193,ZHAW,O0001,EA
110000003194,ZHAW,E0003,TON
110000003195,ZHAW,E0003,EA
110000003196,ZHAW,E0003,EA
110000003197,ZHAW,E0003,EA
110000003198,ZHAW,C0013,M
110000003199,ZHAW,O0001,L
110000003200,ZHAW,O0001,EA
110000003201,ZHAW,C0013,M
110000003202,ZHAW,O0001,EA
110000003203,ZHAW,O0001,EA
110000003204,ZHAW,O0001,EA
110000003205,ZHAW,O0001,EA
110000003206,ZHAW,O0001,EA
110000003207,ZHAW,O0001,EA
110000003208,ZHAW,C0013,EA
110000003209,ZHAW,O0001,EA
110000003210,ZHAW,O0001,EA
110000003211,ZHAW,O0001,EA
110000003212,ZHAW,O0001,EA
110000003213,ZHAW,O0001,EA
110000003214,ZHAW,O0001,EA
110000003215,ZHAW,O0001,EA
110000003216,ZHAW,O0001,EA
110000003217,ZHAW,C0013,M
110000003218,ZHAW,C0013,M
110000003219,ZHAW,C0013,M
110000003220,ZHAW,O0001,EA
110000003221,ZHAW,O0001,EA
110000003222,ZHAW,O0001,EA
110000003223,ZHAW,O0001,EA
110000003224,ZHAW,O0001,EA
110000003225,ZHAW,O0001,EA
110000003226,ZHAW,O0001,EA
110000003227,ZHAW,O0001,EA
110000003228,ZHAW,O0001,EA
110000003229,ZHAW,O0001,EA
110000003230,ZHAW,O0001,EA
110000003231,ZHAW,O0001,EA
110000003232,ZHAW,O0001,EA
110000003233,ZHAW,O0001,EA
110000003234,ZHAW,O0001,EA
110000003235,ZHAW,O0001,EA
110000003236,ZHAW,O0001,EA
110000003237,ZHAW,E0003,EA
110000003238,ZHAW,E0003,EA
110000003239,ZHAW,E0003,EA
110000003240,ZHAW,E0003,EA
110000003241,ZHAW,E0003,EA
110000003242,ZHAW,E0003,EA
110000003243,ZHAW,E0003,EA
110000003244,ZHAW,E0003,EA
110000003245,ZHAW,O0001,M
110000003246,ZHAW,C0013,M
110000003247,ZHAW,O0001,M
110000003248,ZHAW,C0013,M
110000003249,ZHAW,O0001,EA
110000003250,ZHAW,E0003,M
110000003251,ZHAW,B0003,PC
110000003252,ZHAW,B0003,PC
110000003253,ZHAW,E0003,EA
110000003254,ZHAW,E0003,EA
110000003255,ZHAW,E0003,EA
110000003256,ZHAW,E0003,EA
110000003257,ZHAW,E0003,EA
110000003258,ZHAW,O0001,EA
110000003259,ZHAW,B0002,EA
110000003260,ZHAW,E0003,EA
110000003261,ZHAW,O0001,M
110000003262,ZHAW,O0001,M2
110000003263,ZHAW,O0001,M
110000003264,ZHAW,E0003,EA
110000003265,ZHAW,E0003,EA
110000003266,ZHAW,I0003,EA
110000003267,ZHAW,C0013,EA
110000003268,ZHAW,C0013,EA
110000003269,ZHAW,C0013,EA
110000003270,ZHAW,C0013,EA
110000003271,ZHAW,O0001,EA
110000003272,ZHAW,C0013,EA
110000003273,ZHAW,O0001,AU
110000003274,ZHAW,P0009,AU
110000003275,ZHAW,O0001,M
110000003276,ZHAW,C0013,M
110000003277,ZHAW,O0001,KG
110000003278,ZHAW,O0001,KG
110000003279,ZHAW,O0001,KG
110000003280,ZHAW,E0003,M
110000003281,ZHAW,E0003,M
110000003282,ZHAW,E0003,M
110000003283,ZHAW,E0003,EA
110000003284,ZHAW,E0003,EA
110000003285,ZHAW,E0003,EA
110000003286,ZHAW,E0003,EA
110000003287,ZHAW,C0013,EA
110000003288,ZHAW,E0003,EA
110000003289,ZHAW,C0013,EA
110000003290,ZHAW,E0003,M
110000003291,ZHAW,C0013,EA
110000003292,ZHAW,O0001,M
110000003293,ZHAW,O0001,M
110000003294,ZHAW,O0001,M
110000003295,ZHAW,O0001,M
110000003296,ZHAW,O0001,M
110000003297,ZHAW,O0001,M
110000003298,ZHAW,E0003,EA
110000003299,ZHAW,E0003,EA
110000003300,ZHAW,E0003,EA
110000003301,ZHAW,E0003,EA
110000003302,ZHAW,E0003,EA
110000003303,ZHAW,E0003,EA
110000003304,ZHAW,E0003,EA
110000003305,ZHAW,P0009,M
110000003306,ZHAW,O0001,M
110000003307,ZHAW,E0003,EA
110000003308,ZHAW,O0001,EA
110000003309,ZHAW,O0001,EA
110000003310,ZHAW,C0013,EA
110000003311,ZHAW,C0013,EA
110000003312,ZHAW,C0013,EA
110000003313,ZHAW,C0013,EA
110000003314,ZHAW,O0001,EA
110000003315,ZHAW,O0001,EA
110000003316,ZHAW,O0001,EA
110000003317,ZHAW,O0001,EA
110000003318,ZHAW,O0001,EA
110000003319,ZHAW,O0001,EA
110000003320,ZHAW,O0001,EA
110000003321,ZHAW,O0001,EA
110000003322,ZHAW,O0001,EA
110000003323,ZHAW,O0001,EA
110000003324,ZHAW,O0001,EA
110000003325,ZHAW,O0001,EA
110000003326,ZHAW,O0001,M
110000003327,ZHAW,O0001,M
110000003328,ZHAW,O0001,M
110000003329,ZHAW,O0001,M
110000003330,ZHAW,O0001,M
110000003331,ZHAW,O0001,M
110000003332,ZHAW,O0001,M
110000003333,ZHAW,O0001,EA
110000003334,ZHAW,O0001,EA
110000003335,ZHAW,O0001,EA
110000003336,ZHAW,C0013,EA
110000003337,ZHAW,O0001,EA
110000003338,ZHAW,E0003,EA
110000003339,ZHAW,O0001,M
110000003340,ZHAW,O0001,M
110000003341,ZHAW,O0001,EA
110000003342,ZHAW,O0001,EA
110000003343,ZHAW,O0001,M
110000003344,ZHAW,O0001,PC
110000003345,ZHAW,O0001,EA
110000003346,ZHAW,E0003,EA
110000003347,ZHAW,E0003,EA
110000003348,ZHAW,E0003,EA
110000003349,ZHAW,E0003,EA
110000003350,ZHAW,E0003,EA
110000003351,ZHAW,E0003,EA
110000003352,ZHAW,O0001,EA
110000003353,ZHAW,O0001,EA
110000003354,ZHAW,O0001,EA
110000003355,ZHAW,O0001,EA
110000003356,ZHAW,O0001,EA
110000003357,ZHAW,O0001,EA
110000003358,ZHAW,O0001,EA
110000003359,ZHAW,O0001,EA
110000003360,ZHAW,O0001,EA
110000003361,ZHAW,O0001,KM
110000003362,ZHAW,O0001,EA
110000003363,ZHAW,O0001,M
110000003364,ZHAW,C0013,EA
110000003365,ZHAW,C0013,EA
110000003366,ZHAW,C0013,EA
110000003367,ZHAW,C0013,EA
110000003368,ZHAW,E0003,EA
110000003369,ZHAW,E0003,M
110000003370,ZHAW,E0003,EA
110000003371,ZHAW,E0003,EA
110000003372,ZHAW,E0003,EA
110000003373,ZHAW,E0003,EA
110000003374,ZHAW,E0003,EA
110000003375,ZHAW,E0003,EA
110000003376,ZHAW,C0013,EA
110000003377,ZHAW,E0003,EA
110000003378,ZHAW,E0003,EA
110000003379,ZHAW,E0003,EA
110000003380,ZHAW,E0003,EA
110000003381,ZHAW,E0003,EA
110000003382,ZHAW,E0003,EA
110000003383,ZHAW,E0003,EA
110000003384,ZHAW,C0013,M
110000003385,ZHAW,C0013,M
110000003386,ZHAW,C0013,M
110000003387,ZHAW,O0001,EA
110000003388,ZHAW,O0001,EA
110000003389,ZHAW,O0001,EA
110000003390,ZHAW,O0001,EA
110000003391,ZHAW,O0001,EA
110000003392,ZHAW,O0001,EA
110000003393,ZHAW,O0001,EA
110000003394,ZHAW,O0001,EA
110000003395,ZHAW,O0001,EA
110000003396,ZHAW,O0001,EA
110000003397,ZHAW,O0001,EA
110000003398,ZHAW,O0001,EA
110000003399,ZHAW,O0001,EA
110000003400,ZHAW,O0001,EA
110000003401,ZHAW,O0001,EA
110000003402,ZHAW,E0003,EA
110000003403,ZHAW,E0003,EA
110000003404,ZHAW,E0003,EA
110000003405,ZHAW,E0003,EA
110000003406,ZHAW,E0003,EA
110000003407,ZHAW,E0003,M
110000003408,ZHAW,E0003,EA
110000003409,ZHAW,E0003,M
110000003410,ZHAW,E0003,M
110000003411,ZHAW,O0001,EA
110000003412,ZHAW,O0001,EA
110000003413,ZHAW,O0001,EA
110000003414,ZHAW,O0001,EA
110000003415,ZHAW,O0001,EA
110000003416,ZHAW,O0001,EA
110000003417,ZHAW,O0001,EA
110000003418,ZHAW,O0001,EA
110000003419,ZHAW,O0001,EA
110000003420,ZHAW,E0003,EA
110000003421,ZHAW,O0001,EA
110000003422,ZHAW,O0001,EA
110000003423,ZHAW,E0003,EA
110000003424,ZHAW,E0003,EA
110000003425,ZHAW,O0001,EA
110000003426,ZHAW,M0003,EA
110000003427,ZHAW,M0003,EA
110000003428,ZHAW,C0013,EA
110000003429,ZHAW,E0003,M
110000003430,ZHAW,O0001,EA
110000003431,ZHAW,O0001,EA
110000003432,ZHAW,O0001,EA
110000003433,ZHAW,C0013,M
110000003434,ZHAW,O0001,EA
110000003435,ZHAW,E0003,M
110000003436,ZHAW,C0013,M
110000003437,ZHAW,C0013,EA
110000003438,ZHAW,C0013,EA
110000003439,ZHAW,C0013,EA
110000003440,ZHAW,O0001,EA
110000003441,ZHAW,O0001,M2
110000003442,ZHAW,O0001,EA
110000003443,ZHAW,O0001,KG
110000003444,ZHAW,O0001,KG
110000003445,ZHAW,C0013,EA
110000003446,ZHAW,O0001,EA
110000003447,ZHAW,O0001,EA
110000003448,ZHAW,O0001,EA
110000003449,ZHAW,O0001,EA
110000003450,ZHAW,O0001,EA
110000003451,ZHAW,O0001,EA
110000003452,ZHAW,C0013,EA
110000003453,ZHAW,O0001,EA
110000003455,ZHAW,E0003,EA
110000003456,ZHAW,O0001,EA
110000003457,ZHAW,C0013,M
110000003458,ZHAW,E0003,EA
110000003459,ZHAW,E0003,EA
110000003460,ZHAW,E0003,EA
110000003461,ZHAW,O0001,EA
110000003462,ZHAW,O0001,EA
110000003463,ZHAW,O0001,EA
110000003464,ZHAW,O0001,EA
110000003465,ZHAW,O0001,EA
110000003466,ZHAW,O0001,EA
110000003467,ZHAW,O0001,EA
110000003468,ZHAW,P0009,EA
110000003469,ZHAW,C0013,M
110000003470,ZHAW,E0003,EA
110000003471,ZHAW,E0003,EA
110000003472,ZHAW,O0001,EA
110000003473,ZHAW,C0013,M
110000003474,ZHAW,B0002,EA
110000003475,ZHAW,B0002,EA
110000003476,ZHAW,C0013,EA
110000003477,ZHAW,C0009,EA
110000003478,ZHAW,P0009,EA
110000003479,ZHAW,C0013,BAG
110000003480,ZHAW,O0001,EA
110000003481,ZHAW,O0001,EA
110000003482,ZHAW,E0003,EA
110000003483,ZHAW,O0001,EA
110000003484,ZHAW,C0013,EA
110000003485,ZHAW,E0003,M
110000003486,ZHAW,E0003,EA
110000003487,ZHAW,O0001,EA
110000003488,ZHAW,O0001,EA
